title,url,published,stock,text,label
Stocks Higher as Weak US Unemployment Report Bolsters Case for Multiple Fed Rate Cuts,https://www.barchart.com/story/news/34627236/stocks-higher-as-weak-us-unemployment-report-bolsters-case-for-multiple-fed-rate-cuts,2025-09-05T13:58:34Z,MSFT,switch market flag open menu switch market flag targeted data country choice targeted data country choice,0
Why Rocket Lab (RKLB) Stock Is Trading Up Today,https://finance.yahoo.com/news/why-rocket-lab-rklb-stock-182639864.html,2025-09-08T18:26:39Z,MSFT,happened share aerospace defense company rocket lab nasdaqrklb jumped afternoon session got positive commentary wall street including price target increase roth capital monday roth capital raised price target stock maintaining buy rating analyst noted impressive progress toward initial launch company neutron rocket strong q result included record revenue gross margin expansion firm increased confidence neutron program support bullish thesis stock optimistic sentiment echoed across wall street firm like needham cantor fitzgerald keybanc also recently raised price target following company solid operational performance initial pop share cooled previous close time buy rocket lab access full analysis report free market telling u rocket lab share extremely volatile move greater last year context today move indicates market considers news meaningful something would fundamentally change perception business previous big move wrote day ago stock gained news company announced receive million award chip science act opening new neutron launch complex week stock upward trend fueled series positive development government funding designated expand u manufacturing capacity spacegrade solar cell electrooptical sensor critical national security mission adding bullish sentiment rocket lab also set open neutron launch complex virginia key step toward first flight larger reusable rocket targeted end year news follows company th successful electron mission weekend recent acquisition geost developer advanced sensor payload enhancing position key contractor u defense project rocket lab since beginning year per share trading close week high july stockstory certainly understand potential thematic investing diverse winner microsoft msft alphabet goog cocacola ko monster beverage mnst could identified promising growth story megatrend driving growth spirit weve identified relatively undertheradar profitable growth stock benefiting rise ai available free via link,1
Stocks Turn Mixed on Strength in the Magnificent Seven Megacaps,https://www.barchart.com/story/news/34370842/stocks-turn-mixed-on-strength-in-the-magnificent-seven-megacaps,2025-08-25T15:18:39Z,MSFT,switch market flag open menu switch market flag targeted data country choice targeted data country choice,1
These companies could follow Nvidia’s lead with AI driving rapid sales growth,https://www.marketwatch.com/story/these-companies-could-follow-nvidias-lead-with-ai-driving-rapid-sales-growth-c66067dc,2025-09-12T19:26:00Z,MSFT,,0
Investors write off Oracle earnings miss as management promises stratospheric growth,https://www.thestreet.com/markets/despite-earnings-miss-oracle-stock-soars-as-management-promises-stratospheric-growth,2025-09-10T02:27:10Z,MSFT,,1
Nvidia may have a rival on the dance floor: Oracle,https://finance.yahoo.com/news/nvidia-may-have-a-rival-on-the-ai-dance-floor-oracle-163818448.html,2025-09-11T16:38:18Z,MSFT,nvidia nvda may belle ai ball oracle orcl making strong case belongs dance floor tempting switch narrative interactive broker chief strategist steve sosnick said yahoo finance opening bid im still going stick whoever brought dance thats nvidia bottom line one still pumping chip everybody need everybody want explained adding nvidias biggest customer still biggest driver include amazon amzn microsoft msft google googl meta meta still talk around street oracle emerging serious ai contender company posted serious move stock surged wednesday reporting whopping cloud demand number share trading slightly lower thursday year date stock latest quarter oracle reported eyepopping billion booking largest number morgan stanley team say ever seen analyst keith weiss called tectonic shift business model towards data center operator still oracle quarterly performance missed top bottom line company reported billion q revenue missing consensus estimate billion according bloomberg data earnings per share estimate reported metric quarter impressive none matter weiss wrote adding oracle taking commanding lead market contract addition oracle ceo safra catz said statement company signed four multibilliondollar contract three different customer resulted billion remaining performance obligation year year catz added company expects sign additional multibilliondollar deal client management expects oracle cloud infrastructure revenue ramp billion fy billion fy bank america brad sill upgraded oracle buy raised price target pointed figure proof oracle becoming key ai compute platform oracle clearly leveraging number advantage cloud softwarehardware business attract largest ai enterprise including openai xai meta nvidia amd sill noted,1
Amazon's AWS CEO: We're building the building blocks of AI,https://finance.yahoo.com/news/amazons-aws-ceo-were-building-the-building-blocks-of-ai-144842880.html,2025-09-12T14:48:42Z,MSFT,amazon amzn aws still dominant player cloud war slower growth investor sitting sideline early stage enormous promise technology amazon web service aws ceo matt garman said yahoo finance opening bid garman added aws still early stage building building block think startup enterprise government agency really going want use build ai application well agentic workflow amazon stock gained underperforming sp gspc gain aws remains company profit engine key driver valuation investor debating whether keep pace microsoft msft azure growth surged last year back openai opaipvt partnership q aws revenue jumped year year billion beating estimate billion according bloomberg data azure revenue soared billion expectation billion meanwhile google goog cloud grew billion surpassing estimate billion morgan stanley brian nowak see reason optimism note client highlighted awss partnership anthropic anth including strong demand generative ai traditional workload potential growth driver upcoming data center capacity growth could translate aws revenue growth nowak wrote adding new capacity could lift revenue growth beyond midteens pace aws seen recently added order workload revenue flow aws still work capacity constraint including data center build delivery chip rack cable power firm analysis suggests company successfully working data center buildout bottleneck nowak raised price target amazon bull case still challenge remain aws expectation rise along higher capital expenditure set jump sharply garman framed growth money saying investment large also innovation come analyst warn aws face capacity constraint rising cost growing competition microsoft azure google cloud oracle orcl winning depends well provider combine specialized hardware partnership software aws remains seen whether investment drive unique ai offering keep customer locked,0
"Stock market today: Dow, S&P 500, Nasdaq climb to records as sharp jobs revision sets stage for inflation data",https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-climb-to-records-as-sharp-jobs-revision-sets-stage-for-inflation-data-200028949.html,2025-09-09T20:00:28Z,MSFT,u stock hit fresh record tuesday investor digested revision u job number showed labor market weakness braced key inflation data could reset expectation interestrate cut dow jones industrial average dji climbed nearly close sp gspc rose also notch fresh record close techheavy nasdaq composite ixic gained marking second consecutive closing high week labor market data released bureau labor statistic tuesday showed u economy likely added fewer job previously thought month period march steeper revision expected economist tracked bloomberg expected data show around fewer job added economy time frame otherwise regular update took higher economic political prominence usual debate reign federal reserve react data slew indication labor market slowing far sign convinced trader interestrate cut coming fed policymakers meet next week question shifted large reduction might whether boon stock report inflation crucial fed thinking due starting wednesday latest reading producer price index ppi consumer price index cpi follows thursday cpi ppi reading shine light whether rising price could become significant stumbling block deep sustained rate cut also focus apple aapl annual fall event tech giant showcased device including iphone iphone air well new watch heart ratetracking airpods apple stock fell around elsewhere corporate front share tourmaline bio trml nebius nbis jumped deal news swiss pharma giant novartis nv novnsw big tech microsoft msft respectively oracle orcl gamestop gme report earnings bell live coverage update,1
"Stock market today: Dow drops, S&P 500, Nasdaq slip from records as Wall Street counts down to Fed decision",https://finance.yahoo.com/news/live/stock-market-today-dow-drops-sp-500-and-nasdaq-slip-from-records-as-wall-street-counts-down-to-fed-decision-200039695.html,2025-09-16T20:00:39Z,MSFT,u stock pulled back record tuesday federal reserve kicked september policy meeting benchmark sp gspc techheavy nasdaq composite ixic slipped roughly dow jones industrial average dji fell otherwise light week economic data investor received latest figure retail sale tuesday showing strong consumer spending despite sticky inflation wobbly labor market retail sale august rose prior month expected tesla tsla stock rose tuesday wiping yeartodate loss monday following ceo elon musk purchase share ev maker oracle orcl added week gain cbs news reported company among consortium firm included uschina tiktok deal trump chinese president xi jinping expected finalize deal discus trade friday main event week land wednesday fed wrap meeting announce decision rate market confident policymakers cut rate due slowdown labor market despite persistently sticky price increase trader currently see chance basispoint cut chance jumbo reduction fed news senate narrowly confirmed stephen miran president trump fed pick vote monday evening move put miran place time cast vote central bank meeting though miran said would act independently intention take leave absence resign current role white house advisor raised question future fed independence especially trump pursues firing fed governor lisa cook live coverage update,1
Google's market cap tops $3 trillion for the first time,https://finance.yahoo.com/news/googles-market-cap-tops-3-trillion-for-the-first-time-144039241.html,2025-09-15T14:40:39Z,MSFT,google parent alphabet goog googl monday became fourth company hit market cap trillion stock move come company avoided worst potential consequence antitrust trial federal district court judge amit mehta ruling earlier month google wont sell chrome browser google join apple aapl microsoft msft nvidia nvda trillion space though nvidia since climbed trillion strength ai chip google one key player ai race thanks gemini model chatbot company like microsoft amazon also bakes ai cloud business making powerful option customer entering space upgrading existing enterprise cloud subscription citi analyst ronald josey wrote investor note monday google antitrust trial result cloud offering help continue grow read google stock move today market action believe pace google product velocity ramping aided part judge mehtas ruling provides clear operational guideline google josey wrote specifically believe gemini tool capability integration across google product adoption continues expand across google product halo google size scale give inherent advantage product million monthly active user josey added google however also face increasing competition search space ai upstart including openai anthropic perplexity google trial apple senior vice president service eddy cue testified apple seen search safari browser decline first time april google however later pushed back statement saying company seeing growth area google isnt regulatory wood yet either company still contend ongoing online advertising antitrust lawsuit according bloomberg federal trade commission probing google amazon ad business practice sign yahoo finance week tech newsletter yahoofinance email daniel howley dhowleyyahoofinancecom follow xtwitter danielhowley click latest technology news impact stock market read latest financial business news yahoo finance,1
"Stocks Set to Open Higher as Fed Rate-Cut Expectations Rise, U.S. Inflation Data Awaited",https://www.barchart.com/story/news/34660103/stocks-set-to-open-higher-as-fed-rate-cut-expectations-rise-u-s-inflation-data-awaited,2025-09-08T10:09:02Z,MSFT,switch market flag open menu switch market flag targeted data country choice targeted data country choice,1
Stocks Rally Sharply on Dovish Fed Chair Powell,https://www.barchart.com/story/news/34339528/stocks-rally-sharply-on-dovish-fed-chair-powell,2025-08-22T20:38:59Z,MSFT,switch market flag open menu switch market flag targeted data country choice targeted data country choice,0
"Stock market today: S&P 500 rises, Nasdaq on track for record as Wall Street looks ahead to inflation reality check",https://finance.yahoo.com/news/live/stock-market-today-sp-500-rises-nasdaq-on-track-for-record-as-wall-street-looks-ahead-to-inflation-reality-check-170830778.html,2025-09-08T17:08:30Z,MSFT,u stock moved higher monday investor set sight inflation data later week provide reality check chance jumbo interestrate cut next week sp gspc moved around nasdaq composite ixic closed record high around day meanwhile dow jones industrial average dji climbed move come stock finished last week note wall street already looking ahead key inflation report later week producer price index ppi wednesday consumer price index cpi thursday together data offer fresh insight strength economy last week weak august job print soft labor market data question recession start emerge report test market total conviction federal reserve lower interest rate meeting next week debate center deep policymakers cut amid rising expectation bumper catchup move basis point rather basis point monday vast majority bet around smaller cut tuesday bureau labor statistic revision earlier month job data tuesday likely closely watched usual coming day august job report revealed weakness labor market read latest trump tariff meanwhile president trump tariff shake global trade environment treasury secretary scott bessent said u would forced give rebate supreme court fails uphold many tariff appeal court found illegal president overstepped authority corporate move robinhood hood closed record high news would join sp live coverage update,1
The Best And Worst Of Times: AI vs. SaaS for $1 Trillion Market,https://www.forbes.com/sites/libertbarry/2025/09/09/the-best-and-worst-of-times-----ai-vs-saas-for-1-trillion-market/,2025-09-09T17:26:07Z,MSFT,,1
Commentary: Trump’s trade war is hurting most sectors of the economy,https://finance.yahoo.com/news/commentary-trumps-trade-war-is-hurting-most-sectors-of-the-economy-191706763.html,2025-08-28T19:17:06Z,MSFT,might know rising stock market president trump tariff limit global trade causing widespread damage throughout economy cost eventually reach american family price hike less competition many product category u business reluctant criticize trump tariff lest trump retaliate theyre legally obligated tell shareholder anything affect financial performance lot tariff talk second quarter earnings season wrapping yahoo finance analysis earnings call found tariff aspect trump trade war harming profit forcing price hike least seven sector comprise sp stock index four sector relatively unscathed communication service xlc financials xlf real estate xlre utility xlu sector include sp company generally involve service subject tariff domestic nature read trump tariff mean economy wallet seven sector bearing cost new import tax jumped billion trump took office around billion could go high billion per month yahoo finance grace odonnell tracked specific mention tariff earnings call dozen prominent company second quarter example steep tariff impact among seven sector include company sp consumer discretionary xly general motor gm cited billion tariff hit profit second quarter ford f said tariff shave billion profit year decker outdoor deck plan raise price tariff home depot hd plan raise price offer fewer promotion discount retailer tjx tjxalso plan price hike consumer staple xlp walmart wmt said weve continued see cost increase week expect continue keurig dr pepper kdp said commodity inflation build tariff impact become prominent kraft heinz khc said tariff could reduce profit margin year percentage point energy xle solaredge sedg said trump tariff could cut profit margin percentage point sunrun run pegged tariffrelated loss around per customer baker hughes bkr said tariff could cost million year,0
"Rocket Lab (RKLB) Shares Skyrocket, What You Need To Know",https://finance.yahoo.com/news/rocket-lab-rklb-shares-skyrocket-160051790.html,2025-08-25T16:00:51Z,MSFT,happened share aerospace defense company rocket lab nasdaqrklb jumped morning session announced significant expansion u semiconductor manufacturing operation supported million government award company announced major expansion u operation produce spacegrade semiconductor solar cell backed million award chip science act initiative designed strengthen domestic supply chain national security space program meet growing demand advanced component satellite defense technology adding positive momentum rocket lab also recently completed th successful electron mission operational milestone solidifies electron rocket status world frequently launched small orbital rocket underscore company consistent execution time buy rocket lab access full analysis report free market telling u rocket lab share extremely volatile move greater last year move big rare even rocket lab indicate news significantly impacted market perception business previous big move wrote day ago stock dropped news investor took profit table market awaited signal future monetary policy federal reserve jackson hole symposium later week downturn market largely attributed significant selloff megacap tech chipmaker share nvidia advanced micro device amd broadcom saw notable drop dragging vaneck semiconductor etf major techrelated company like tesla meta platform netflix also pressure key reason trend much recent market gain concentrated ai trade includes large technology semiconductor company could also mean investor locking gain ahead definitive feedback fed rocket lab since beginning year per share trading close week high july stockstory certainly understand potential thematic investing diverse winner microsoft msft alphabet goog cocacola ko monster beverage mnst could identified promising growth story megatrend driving growth spirit weve identified relatively undertheradar profitable growth stock benefiting rise ai available free via link,1
Redburn Atlantic Initiates Coverage on Infosys (INFY) With a Sell Rating,https://finance.yahoo.com/news/redburn-atlantic-initiates-coverage-infosys-164918258.html,2025-09-11T16:49:18Z,MSFT,infosys nyseinfy one best growth stock buy report released september harry read redburn atlantic initiated coverage infosys nyseinfy sell rating price target microsoft msft unveils aipowered copilot mode edge browser news infosys nyseinfy announced multiyear strategic collaboration one bright kobe september one bright kobe operates glion arena kobe new multipurpose arena kobe japan management reported part collaboration infosys nyseinfy would glion arena kobe official digital innovation gx green transformation partner strategic engagement japan first entertainment arena according company set revolutionize live entertainment sport advanced digital innovation sustainable practice ushering new era live event leveraging power infosys cobalt infosys cobalt set solution service platform enterprise accelerate cloud journey infosys nyseinfy digital service consulting company provides endtoend business solution company operation divided following segment financial service retail communication energy utility resource service manufacturing hitech life science acknowledge potential infy investment believe certain ai stock offer greater upside potential carry less downside risk youre looking extremely undervalued ai stock also stand benefit significantly trumpera tariff onshoring trend see free report best shortterm ai stock read next stock double year hidden ai stock buy right disclosure none article originally published insider monkey,1
